gtfs_id,fleet_id,service_type,capacity,vehicle_type
chennai_bus,I2999,Ordinary,10,BUS
chennai_bus,I3000,Ordinary,10,BUS
chennai_bus,I3001,Ordinary,10,BUS
chennai_bus,I3003,Ordinary,10,BUS
chennai_bus,I3004,Deluxe,10,BUS
chennai_bus,I3006,Deluxe,10,BUS
chennai_bus,I3007,Ordinary,10,BUS
chennai_bus,I3016,Ordinary,10,BUS
chennai_bus,I3017,Ordinary,10,BUS
chennai_bus,I3020,Deluxe,10,BUS
chennai_bus,I3025,Ordinary,10,BUS
chennai_bus,I3029,Ordinary,10,BUS
chennai_bus,I3031,Ordinary,10,BUS
chennai_bus,I3032,Ordinary,10,BUS
chennai_bus,I3035,Ordinary,10,BUS
chennai_bus,I3036,Ordinary,10,BUS
chennai_bus,I3043,Ordinary,10,BUS
chennai_bus,I3047,Ordinary,10,BUS
chennai_bus,I3050,Ordinary,10,BUS
chennai_bus,I3052,Ordinary,10,BUS
chennai_bus,I3053,Ordinary,10,BUS
chennai_bus,I3058,Ordinary,10,BUS
chennai_bus,I3061,Ordinary,10,BUS
chennai_bus,I3062,Ordinary,10,BUS
chennai_bus,I3064,Deluxe,10,BUS
chennai_bus,I3068,Deluxe,10,BUS
chennai_bus,I3071,Ordinary,10,BUS
chennai_bus,I3073,Ordinary,10,BUS
chennai_bus,I3076,Ordinary,10,BUS
chennai_bus,I3077,Deluxe,10,BUS
chennai_bus,I3087,Ordinary,10,BUS
chennai_bus,I3089,Deluxe,10,BUS
chennai_bus,I3305,Ordinary,10,BUS
chennai_bus,I3308,Ordinary,10,BUS
chennai_bus,I3309,Ordinary,10,BUS
chennai_bus,I3310,Ordinary,10,BUS
chennai_bus,I3311,Ordinary,10,BUS
chennai_bus,I3312,Ordinary,10,BUS
chennai_bus,I3313,Ordinary,10,BUS
chennai_bus,I3314,Ordinary,10,BUS
chennai_bus,I3315,Ordinary,10,BUS
chennai_bus,I3316,Ordinary,10,BUS
chennai_bus,I3317,Ordinary,10,BUS
chennai_bus,I3318,Ordinary,10,BUS
chennai_bus,I3319,Ordinary,10,BUS
chennai_bus,I3320,Ordinary,10,BUS
chennai_bus,I3321,Ordinary,10,BUS
chennai_bus,I3322,Ordinary,10,BUS
chennai_bus,I3323,Ordinary,10,BUS
chennai_bus,I3324,Ordinary,10,BUS
chennai_bus,I3325,Ordinary,10,BUS
chennai_bus,I3326,Ordinary,10,BUS
chennai_bus,I3327,Ordinary,10,BUS
chennai_bus,I3328,Ordinary,10,BUS
chennai_bus,I3329,Ordinary,10,BUS
chennai_bus,I3330,Ordinary,10,BUS
chennai_bus,I3331,Ordinary,10,BUS
chennai_bus,I3332,Ordinary,10,BUS
chennai_bus,I3333,Ordinary,10,BUS
